Signal ID: Kardio\PR_Kurve
Start Time: 26/04/2023 19:08:36
Unit: bpm
Signal Type: Analog

19:12:29,176; 77
19:12:29,949; 56
19:12:31,012; 57
19:12:32,059; 59
19:12:33,066; 65
19:12:33,980; 81
19:12:34,715; 81
19:12:35,449; 59
19:12:36,461; 58
19:12:37,492; 61
19:12:38,461; 63
19:12:39,406; 75
19:12:40,203; 84
19:12:40,914; 85
19:12:41,617; 77
19:12:42,387; 55
19:12:43,469; 58
19:12:44,496; 61
19:12:45,465; 64
19:12:46,402; 71
19:12:47,242; 77
19:12:48,012; 81
19:12:48,750; 56
19:12:49,805; 60
19:12:50,793; 63
19:12:51,738; 68
19:12:52,617; 80
19:12:53,359; 80
19:12:54,102; 79
19:12:54,855; 56
19:12:55,918; 58
19:12:56,941; 60
19:12:57,937; 62
19:12:58,898; 66
19:12:59,801; 80
19:13:00,547; 83
19:13:01,266; 70
19:13:02,121; 56
19:13:03,180; 59
19:13:04,191; 61
19:13:05,168; 62
19:13:06,121; 64
19:13:07,051; 74
19:13:07,859; 73
19:13:08,680; 56
19:13:09,750; 56
19:13:10,805; 60
19:13:11,797; 61
19:13:12,773; 64
19:13:13,699; 81
19:13:14,434; 79
19:13:15,188; 55
19:13:16,266; 57
19:13:17,316; 57
19:13:18,363; 58
19:13:19,395; 66
19:13:20,297; 80
19:13:21,047; 82
19:13:21,777; 56
19:13:22,832; 56
19:13:23,895; 59
19:13:24,910; 61
19:13:25,891; 78
19:13:26,652; 81
19:13:27,391; 57
19:13:28,430; 56
19:13:29,484; 61
19:13:30,453; 61
19:13:31,426; 63
19:13:32,375; 60
19:13:33,359; 59
19:13:34,367; 59
19:13:35,371; 62
19:13:36,324; 81
19:13:37,062; 89
19:13:37,734; 60
19:13:38,719; 62
19:13:39,672; 74
19:13:40,477; 83
19:13:41,199; 82
19:13:41,930; 80
19:13:42,676; 88
19:13:43,355; 83
19:13:44,074; 80
19:13:44,816; 85
19:13:45,516; 72
19:13:46,344; 65
19:13:47,262; 64
